C3+,C3-,layer,obs_names,individual,cell_class,age_years,sex,source,chemistry,source_chem,n_cells
784.5891600866961,557.3321376342587,scvi_normalized,Donor_163__OPC,Donor_163,OPC,13.0,female,PSYCHAD,V3,PSYCHAD-V3,255
467.30765000651024,674.3629676885608,scvi_normalized,Donor_163__Oligos,Donor_163,Oligos,13.0,female,PSYCHAD,V3,PSYCHAD-V3,170
660.7332601437137,605.5278562369937,scvi_normalized,Donor_173__Astrocytes,Donor_173,Astrocytes,24.0,male,PSYCHAD,V3,PSYCHAD-V3,104
1168.63540969486,291.8969047092679,scvi_normalized,Donor_173__Excitatory,Donor_173,Excitatory,24.0,male,PSYCHAD,V3,PSYCHAD-V3,105
936.359283762524,373.9779246879127,scvi_normalized,Donor_173__Inhibitory,Donor_173,Inhibitory,24.0,male,PSYCHAD,V3,PSYCHAD-V3,165
675.8868515543469,611.9948165857539,scvi_normalized,Donor_177__Astrocytes,Donor_177,Astrocytes,28.0,female,PSYCHAD,V3,PSYCHAD-V3,302
945.0524100336891,377.57776408688596,scvi_normalized,Donor_177__Inhibitory,Donor_177,Inhibitory,28.0,female,PSYCHAD,V3,PSYCHAD-V3,100
796.267953963052,547.1297076183007,scvi_normalized,Donor_177__OPC,Donor_177,OPC,28.0,female,PSYCHAD,V3,PSYCHAD-V3,118
452.3200985814941,664.6470980464436,scvi_normalized,Donor_177__Oligos,Donor_177,Oligos,28.0,female,PSYCHAD,V3,PSYCHAD-V3,700
613.4086885466842,573.2032210326794,scvi_normalized,Donor_180__Endothelial,Donor_180,Endothelial,20.0,male,PSYCHAD,V3,PSYCHAD-V3,100
1138.2478851588398,296.66871399104417,scvi_normalized,Donor_180__Excitatory,Donor_180,Excitatory,20.0,male,PSYCHAD,V3,PSYCHAD-V3,473
912.6892700740708,386.1636966086695,scvi_normalized,Donor_180__Inhibitory,Donor_180,Inhibitory,20.0,male,PSYCHAD,V3,PSYCHAD-V3,365
555.5108125846465,628.7026235433034,scvi_normalized,Donor_180__Microglia,Donor_180,Microglia,20.0,male,PSYCHAD,V3,PSYCHAD-V3,136
777.0073050276034,536.7764909641996,scvi_normalized,Donor_180__OPC,Donor_180,OPC,20.0,male,PSYCHAD,V3,PSYCHAD-V3,159
461.5237159701041,651.6165649495465,scvi_normalized,Donor_180__Oligos,Donor_180,Oligos,20.0,male,PSYCHAD,V3,PSYCHAD-V3,303
455.0801031560104,665.7488176323944,scvi_normalized,Donor_183__Oligos,Donor_183,Oligos,16.0,male,PSYCHAD,V3,PSYCHAD-V3,656
676.3088964122211,604.6624922591609,scvi_normalized,Donor_200__Astrocytes,Donor_200,Astrocytes,58.0,male,PSYCHAD,V3,PSYCHAD-V3,126
1199.3903547523207,292.00112341275684,scvi_normalized,Donor_200__Excitatory,Donor_200,Excitatory,58.0,male,PSYCHAD,V3,PSYCHAD-V3,150
966.4785252341247,379.51626423285575,scvi_normalized,Donor_200__Inhibitory,Donor_200,Inhibitory,58.0,male,PSYCHAD,V3,PSYCHAD-V3,162
795.1895841422876,550.6028425903954,scvi_normalized,Donor_200__OPC,Donor_200,OPC,58.0,male,PSYCHAD,V3,PSYCHAD-V3,149
455.41135088811797,650.1821991346152,scvi_normalized,Donor_200__Oligos,Donor_200,Oligos,58.0,male,PSYCHAD,V3,PSYCHAD-V3,239
823.5685880848957,531.0752909727911,scvi_normalized,Donor_202__OPC,Donor_202,OPC,0.5,female,PSYCHAD,V3,PSYCHAD-V3,236
1175.4738663372411,306.32734734636244,scvi_normalized,Donor_205__Excitatory,Donor_205,Excitatory,38.0,female,PSYCHAD,V3,PSYCHAD-V3,119
502.13125438949317,628.6365884552699,scvi_normalized,Donor_205__Oligos,Donor_205,Oligos,38.0,female,PSYCHAD,V3,PSYCHAD-V3,275
642.2942313509881,621.9028020073301,scvi_normalized,Donor_207__Astrocytes,Donor_207,Astrocytes,35.0,male,PSYCHAD,V3,PSYCHAD-V3,161
1138.1625435747437,307.77054638250667,scvi_normalized,Donor_207__Excitatory,Donor_207,Excitatory,35.0,male,PSYCHAD,V3,PSYCHAD-V3,479
920.747884904238,390.6977653937599,scvi_normalized,Donor_207__Inhibitory,Donor_207,Inhibitory,35.0,male,PSYCHAD,V3,PSYCHAD-V3,332
780.6266768147489,532.4100907003362,scvi_normalized,Donor_207__OPC,Donor_207,OPC,35.0,male,PSYCHAD,V3,PSYCHAD-V3,114
480.4094652498874,619.2647436405538,scvi_normalized,Donor_207__Oligos,Donor_207,Oligos,35.0,male,PSYCHAD,V3,PSYCHAD-V3,379
646.7310214275611,704.7554425367329,scvi_normalized,Donor_208__Astrocytes,Donor_208,Astrocytes,29.0,male,PSYCHAD,V3,PSYCHAD-V3,228
1126.453646058689,306.1754845487518,scvi_normalized,Donor_208__Excitatory,Donor_208,Excitatory,29.0,male,PSYCHAD,V3,PSYCHAD-V3,200
919.4193088160428,390.76287303521485,scvi_normalized,Donor_208__Inhibitory,Donor_208,Inhibitory,29.0,male,PSYCHAD,V3,PSYCHAD-V3,190
762.2131380418609,555.0526647367649,scvi_normalized,Donor_208__OPC,Donor_208,OPC,29.0,male,PSYCHAD,V3,PSYCHAD-V3,100
487.0037311574243,631.9370775829431,scvi_normalized,Donor_208__Oligos,Donor_208,Oligos,29.0,male,PSYCHAD,V3,PSYCHAD-V3,477
552.9484649221281,648.4258641966908,scvi_normalized,Donor_213__Microglia,Donor_213,Microglia,46.0,male,PSYCHAD,V3,PSYCHAD-V3,125
430.00685815454057,676.675073149467,scvi_normalized,Donor_213__Oligos,Donor_213,Oligos,46.0,male,PSYCHAD,V3,PSYCHAD-V3,449
667.6669371841573,608.4267587976952,scvi_normalized,Donor_217__Astrocytes,Donor_217,Astrocytes,29.0,male,PSYCHAD,V3,PSYCHAD-V3,171
1237.5261248797985,281.01822385752166,scvi_normalized,Donor_217__Excitatory,Donor_217,Excitatory,29.0,male,PSYCHAD,V3,PSYCHAD-V3,398
972.3329672100012,384.7356950028742,scvi_normalized,Donor_217__Inhibitory,Donor_217,Inhibitory,29.0,male,PSYCHAD,V3,PSYCHAD-V3,176
454.0112798093974,649.7773679801359,scvi_normalized,Donor_217__Oligos,Donor_217,Oligos,29.0,male,PSYCHAD,V3,PSYCHAD-V3,128
437.76209984564656,662.9570075165743,scvi_normalized,Donor_21__Oligos,Donor_21,Oligos,61.0,male,PSYCHAD,V3,PSYCHAD-V3,351
449.0601015065878,649.5537654512482,scvi_normalized,Donor_227__Oligos,Donor_227,Oligos,48.0,male,PSYCHAD,V3,PSYCHAD-V3,112
1108.2747791428426,329.9479692933045,scvi_normalized,Donor_231__Excitatory,Donor_231,Excitatory,59.0,female,PSYCHAD,V3,PSYCHAD-V3,136
472.47174429598397,680.5132970283175,scvi_normalized,Donor_240__Oligos,Donor_240,Oligos,18.0,male,PSYCHAD,V3,PSYCHAD-V3,598
1192.6629682929195,299.23951628528135,scvi_normalized,Donor_242__Excitatory,Donor_242,Excitatory,38.0,male,PSYCHAD,V3,PSYCHAD-V3,194
950.4351603994085,394.45732243012446,scvi_normalized,Donor_242__Inhibitory,Donor_242,Inhibitory,38.0,male,PSYCHAD,V3,PSYCHAD-V3,110
465.09756102054735,661.754927506152,scvi_normalized,Donor_242__Oligos,Donor_242,Oligos,38.0,male,PSYCHAD,V3,PSYCHAD-V3,365
447.2468840556914,676.2645320065724,scvi_normalized,Donor_248__Oligos,Donor_248,Oligos,16.0,female,PSYCHAD,V3,PSYCHAD-V3,536
653.4813342140648,629.7857781334367,scvi_normalized,Donor_251__Astrocytes,Donor_251,Astrocytes,47.0,female,PSYCHAD,V3,PSYCHAD-V3,150
1181.0647407537244,300.35234400948417,scvi_normalized,Donor_251__Excitatory,Donor_251,Excitatory,47.0,female,PSYCHAD,V3,PSYCHAD-V3,251
948.8354755536684,387.2970971535403,scvi_normalized,Donor_251__Inhibitory,Donor_251,Inhibitory,47.0,female,PSYCHAD,V3,PSYCHAD-V3,122
442.3016541317842,660.9802302472943,scvi_normalized,Donor_251__Oligos,Donor_251,Oligos,47.0,female,PSYCHAD,V3,PSYCHAD-V3,549
440.66478698392746,660.0430001563867,scvi_normalized,Donor_267__Oligos,Donor_267,Oligos,27.0,male,PSYCHAD,V3,PSYCHAD-V3,228
655.7748683052704,669.3756975146503,scvi_normalized,Donor_286__Astrocytes,Donor_286,Astrocytes,8.0,male,PSYCHAD,V3,PSYCHAD-V3,111
584.5579868464046,621.1245417538686,scvi_normalized,Donor_286__Endothelial,Donor_286,Endothelial,8.0,male,PSYCHAD,V3,PSYCHAD-V3,143
1127.7292322759936,306.51997947293563,scvi_normalized,Donor_286__Excitatory,Donor_286,Excitatory,8.0,male,PSYCHAD,V3,PSYCHAD-V3,175
934.1078270411576,380.73326131391923,scvi_normalized,Donor_286__Inhibitory,Donor_286,Inhibitory,8.0,male,PSYCHAD,V3,PSYCHAD-V3,301
564.225097916526,675.9820232603888,scvi_normalized,Donor_286__Microglia,Donor_286,Microglia,8.0,male,PSYCHAD,V3,PSYCHAD-V3,130
462.99997635758217,644.0230822662347,scvi_normalized,Donor_28__Oligos,Donor_28,Oligos,4.0,male,PSYCHAD,V3,PSYCHAD-V3,212
635.5565236992601,609.7419964782096,scvi_normalized,Donor_291__Astrocytes,Donor_291,Astrocytes,30.0,female,PSYCHAD,V3,PSYCHAD-V3,430
1113.2934180669504,300.6897236623941,scvi_normalized,Donor_291__Excitatory,Donor_291,Excitatory,30.0,female,PSYCHAD,V3,PSYCHAD-V3,100
922.7863390081637,384.75106859399864,scvi_normalized,Donor_291__Inhibitory,Donor_291,Inhibitory,30.0,female,PSYCHAD,V3,PSYCHAD-V3,147
515.4104320003983,662.6395832662463,scvi_normalized,Donor_291__Microglia,Donor_291,Microglia,30.0,female,PSYCHAD,V3,PSYCHAD-V3,146
738.7604079321311,547.6921950038195,scvi_normalized,Donor_291__OPC,Donor_291,OPC,30.0,female,PSYCHAD,V3,PSYCHAD-V3,127
422.0017139920059,666.8536189287387,scvi_normalized,Donor_291__Oligos,Donor_291,Oligos,30.0,female,PSYCHAD,V3,PSYCHAD-V3,535
1183.4371701230427,273.8185332561832,scvi_normalized,Donor_2__Excitatory,Donor_2,Excitatory,42.0,male,PSYCHAD,V3,PSYCHAD-V3,395
898.6666687275887,369.7174563272452,scvi_normalized,Donor_2__Inhibitory,Donor_2,Inhibitory,42.0,male,PSYCHAD,V3,PSYCHAD-V3,232
447.57034259854925,652.6715218787879,scvi_normalized,Donor_308__Oligos,Donor_308,Oligos,39.0,male,PSYCHAD,V3,PSYCHAD-V3,1014
1228.1381446974406,286.65274796656695,scvi_normalized,Donor_314__Excitatory,Donor_314,Excitatory,25.0,male,PSYCHAD,V3,PSYCHAD-V3,163
449.6334590977759,647.1424198248263,scvi_normalized,Donor_314__Oligos,Donor_314,Oligos,25.0,male,PSYCHAD,V3,PSYCHAD-V3,228
978.7009489232028,377.14480288960675,scvi_normalized,Donor_316__Inhibitory,Donor_316,Inhibitory,0.25,male,PSYCHAD,V3,PSYCHAD-V3,304
812.7752499603913,522.8542248569995,scvi_normalized,Donor_316__OPC,Donor_316,OPC,0.25,male,PSYCHAD,V3,PSYCHAD-V3,174
676.0327792171288,594.5525189264664,scvi_normalized,Donor_321__Astrocytes,Donor_321,Astrocytes,35.0,male,PSYCHAD,V3,PSYCHAD-V3,304
1175.506198222019,291.32866885817475,scvi_normalized,Donor_321__Excitatory,Donor_321,Excitatory,35.0,male,PSYCHAD,V3,PSYCHAD-V3,397
950.4221019485881,377.5974809753652,scvi_normalized,Donor_321__Inhibitory,Donor_321,Inhibitory,35.0,male,PSYCHAD,V3,PSYCHAD-V3,345
794.4962927444224,540.4140855021521,scvi_normalized,Donor_321__OPC,Donor_321,OPC,35.0,male,PSYCHAD,V3,PSYCHAD-V3,123
456.05436255126006,638.1327053673245,scvi_normalized,Donor_321__Oligos,Donor_321,Oligos,35.0,male,PSYCHAD,V3,PSYCHAD-V3,167
1132.6958311099866,299.87382426267413,scvi_normalized,Donor_331__Excitatory,Donor_331,Excitatory,36.0,male,PSYCHAD,V3,PSYCHAD-V3,286
927.6396850688659,389.0995659299378,scvi_normalized,Donor_331__Inhibitory,Donor_331,Inhibitory,36.0,male,PSYCHAD,V3,PSYCHAD-V3,200
440.8435957758211,660.2579036630872,scvi_normalized,Donor_331__Oligos,Donor_331,Oligos,36.0,male,PSYCHAD,V3,PSYCHAD-V3,209
680.3990666857642,599.3774923536846,scvi_normalized,Donor_346__Astrocytes,Donor_346,Astrocytes,22.0,male,PSYCHAD,V3,PSYCHAD-V3,163
1172.2197827700293,311.53259339582416,scvi_normalized,Donor_346__Excitatory,Donor_346,Excitatory,22.0,male,PSYCHAD,V3,PSYCHAD-V3,234
938.2913158891192,399.96133423306003,scvi_normalized,Donor_346__Inhibitory,Donor_346,Inhibitory,22.0,male,PSYCHAD,V3,PSYCHAD-V3,136
463.35906390058005,640.3338873749615,scvi_normalized,Donor_346__Oligos,Donor_346,Oligos,22.0,male,PSYCHAD,V3,PSYCHAD-V3,325
1181.429888559187,297.038766293875,scvi_normalized,Donor_349__Excitatory,Donor_349,Excitatory,30.0,female,PSYCHAD,V3,PSYCHAD-V3,726
952.5346120387359,384.0208747020987,scvi_normalized,Donor_349__Inhibitory,Donor_349,Inhibitory,30.0,female,PSYCHAD,V3,PSYCHAD-V3,382
766.9872177308644,545.7962916519366,scvi_normalized,Donor_349__OPC,Donor_349,OPC,30.0,female,PSYCHAD,V3,PSYCHAD-V3,129
688.0156093695698,613.4969219452429,scvi_normalized,Donor_350__Astrocytes,Donor_350,Astrocytes,48.0,male,PSYCHAD,V3,PSYCHAD-V3,418
1198.5583761690928,291.44177255667887,scvi_normalized,Donor_350__Excitatory,Donor_350,Excitatory,48.0,male,PSYCHAD,V3,PSYCHAD-V3,527
971.9536272650415,385.1105356706596,scvi_normalized,Donor_350__Inhibitory,Donor_350,Inhibitory,48.0,male,PSYCHAD,V3,PSYCHAD-V3,242
461.62091551320026,650.9192034065867,scvi_normalized,Donor_350__Oligos,Donor_350,Oligos,48.0,male,PSYCHAD,V3,PSYCHAD-V3,489
443.66233673670314,667.8883147773357,scvi_normalized,Donor_352__Oligos,Donor_352,Oligos,63.0,male,PSYCHAD,V3,PSYCHAD-V3,111
426.0779365784148,666.968028614866,scvi_normalized,Donor_354__Oligos,Donor_354,Oligos,21.0,female,PSYCHAD,V3,PSYCHAD-V3,183
1150.5209106400368,298.7189284373571,scvi_normalized,Donor_364__Excitatory,Donor_364,Excitatory,28.0,male,PSYCHAD,V3,PSYCHAD-V3,248
919.5637104726012,375.4779275612965,scvi_normalized,Donor_364__Inhibitory,Donor_364,Inhibitory,28.0,male,PSYCHAD,V3,PSYCHAD-V3,158
460.37532242325284,661.4338673573707,scvi_normalized,Donor_364__Oligos,Donor_364,Oligos,28.0,male,PSYCHAD,V3,PSYCHAD-V3,599
444.07990028489013,640.3804636139026,scvi_normalized,Donor_366__Oligos,Donor_366,Oligos,83.0,male,PSYCHAD,V3,PSYCHAD-V3,255
656.8218447132225,654.9650421663625,scvi_normalized,Donor_367__Astrocytes,Donor_367,Astrocytes,38.0,male,PSYCHAD,V3,PSYCHAD-V3,402
1202.0131831442902,285.49347429858017,scvi_normalized,Donor_367__Excitatory,Donor_367,Excitatory,38.0,male,PSYCHAD,V3,PSYCHAD-V3,310
954.2065251439602,390.0884879167114,scvi_normalized,Donor_367__Inhibitory,Donor_367,Inhibitory,38.0,male,PSYCHAD,V3,PSYCHAD-V3,422
797.2612537823586,541.879370882719,scvi_normalized,Donor_367__OPC,Donor_367,OPC,38.0,male,PSYCHAD,V3,PSYCHAD-V3,121
468.35152103140797,645.5097979731742,scvi_normalized,Donor_367__Oligos,Donor_367,Oligos,38.0,male,PSYCHAD,V3,PSYCHAD-V3,368
1197.6487234651008,296.7057047431737,scvi_normalized,Donor_372__Excitatory,Donor_372,Excitatory,70.0,female,PSYCHAD,V3,PSYCHAD-V3,121
618.7000178035266,674.2751630154535,scvi_normalized,Donor_404__Astrocytes,Donor_404,Astrocytes,33.0,male,PSYCHAD,V3,PSYCHAD-V3,173
1128.0842259513856,303.4901270355731,scvi_normalized,Donor_404__Excitatory,Donor_404,Excitatory,33.0,male,PSYCHAD,V3,PSYCHAD-V3,259
919.2366777455658,394.7233560513891,scvi_normalized,Donor_404__Inhibitory,Donor_404,Inhibitory,33.0,male,PSYCHAD,V3,PSYCHAD-V3,232
719.5207335368236,555.8887098782513,scvi_normalized,Donor_404__OPC,Donor_404,OPC,33.0,male,PSYCHAD,V3,PSYCHAD-V3,108
663.4142749300108,622.9990831733761,scvi_normalized,Donor_406__Astrocytes,Donor_406,Astrocytes,27.0,male,PSYCHAD,V3,PSYCHAD-V3,121
668.5294460192406,600.0019074366568,scvi_normalized,Donor_412__Astrocytes,Donor_412,Astrocytes,19.0,male,PSYCHAD,V3,PSYCHAD-V3,201
1168.0661912729076,294.9981834732874,scvi_normalized,Donor_412__Excitatory,Donor_412,Excitatory,19.0,male,PSYCHAD,V3,PSYCHAD-V3,224
934.5403171177875,378.6978446141809,scvi_normalized,Donor_412__Inhibitory,Donor_412,Inhibitory,19.0,male,PSYCHAD,V3,PSYCHAD-V3,206
550.5474181785681,636.9569605474653,scvi_normalized,Donor_412__Microglia,Donor_412,Microglia,19.0,male,PSYCHAD,V3,PSYCHAD-V3,115
773.7123548238205,540.5044646173749,scvi_normalized,Donor_412__OPC,Donor_412,OPC,19.0,male,PSYCHAD,V3,PSYCHAD-V3,101
448.99611386956246,658.3585895519101,scvi_normalized,Donor_412__Oligos,Donor_412,Oligos,19.0,male,PSYCHAD,V3,PSYCHAD-V3,679
1095.397423175798,320.71688025058137,scvi_normalized,Donor_419__Excitatory,Donor_419,Excitatory,62.0,female,PSYCHAD,V3,PSYCHAD-V3,188
460.992178190563,609.3404066579512,scvi_normalized,Donor_419__Oligos,Donor_419,Oligos,62.0,female,PSYCHAD,V3,PSYCHAD-V3,231
648.6131818235273,608.9300316859745,scvi_normalized,Donor_429__Astrocytes,Donor_429,Astrocytes,49.0,male,PSYCHAD,V3,PSYCHAD-V3,128
1163.1893982835916,301.7483992759577,scvi_normalized,Donor_429__Excitatory,Donor_429,Excitatory,49.0,male,PSYCHAD,V3,PSYCHAD-V3,222
955.4247555112937,386.2300672097809,scvi_normalized,Donor_429__Inhibitory,Donor_429,Inhibitory,49.0,male,PSYCHAD,V3,PSYCHAD-V3,157
776.4194322240056,537.6030308459873,scvi_normalized,Donor_429__OPC,Donor_429,OPC,49.0,male,PSYCHAD,V3,PSYCHAD-V3,104
613.9515040896553,625.6120905297827,scvi_normalized,Donor_431__Astrocytes,Donor_431,Astrocytes,33.0,female,PSYCHAD,V3,PSYCHAD-V3,215
1134.4359990816083,302.511498110858,scvi_normalized,Donor_431__Excitatory,Donor_431,Excitatory,33.0,female,PSYCHAD,V3,PSYCHAD-V3,219
930.5654748088785,388.7672938561317,scvi_normalized,Donor_431__Inhibitory,Donor_431,Inhibitory,33.0,female,PSYCHAD,V3,PSYCHAD-V3,199
771.4552624552019,534.4173198382322,scvi_normalized,Donor_431__OPC,Donor_431,OPC,33.0,female,PSYCHAD,V3,PSYCHAD-V3,107
440.1183093245222,665.1790851089714,scvi_normalized,Donor_431__Oligos,Donor_431,Oligos,33.0,female,PSYCHAD,V3,PSYCHAD-V3,421
651.5552999679002,572.2393453793029,scvi_normalized,Donor_449__Endothelial,Donor_449,Endothelial,2.0,female,PSYCHAD,V3,PSYCHAD-V3,118
1095.4062026171916,342.2315588565025,scvi_normalized,Donor_449__Excitatory,Donor_449,Excitatory,2.0,female,PSYCHAD,V3,PSYCHAD-V3,473
939.7190316390434,403.07663267677856,scvi_normalized,Donor_449__Inhibitory,Donor_449,Inhibitory,2.0,female,PSYCHAD,V3,PSYCHAD-V3,222
580.3860784359829,629.1346972698157,scvi_normalized,Donor_449__Microglia,Donor_449,Microglia,2.0,female,PSYCHAD,V3,PSYCHAD-V3,113
796.1763703113533,532.5506850686443,scvi_normalized,Donor_449__OPC,Donor_449,OPC,2.0,female,PSYCHAD,V3,PSYCHAD-V3,252
653.6141234742345,608.386070002795,scvi_normalized,Donor_452__Astrocytes,Donor_452,Astrocytes,38.0,female,PSYCHAD,V3,PSYCHAD-V3,154
1213.9019845891567,291.1529931739492,scvi_normalized,Donor_452__Excitatory,Donor_452,Excitatory,38.0,female,PSYCHAD,V3,PSYCHAD-V3,223
958.3983304610175,390.35694344444175,scvi_normalized,Donor_452__Inhibitory,Donor_452,Inhibitory,38.0,female,PSYCHAD,V3,PSYCHAD-V3,134
704.0727097873672,595.9069803818812,scvi_normalized,Donor_472__Astrocytes,Donor_472,Astrocytes,27.0,male,PSYCHAD,V3,PSYCHAD-V3,326
1172.9105440283545,304.1342466772678,scvi_normalized,Donor_472__Excitatory,Donor_472,Excitatory,27.0,male,PSYCHAD,V3,PSYCHAD-V3,615
957.4714136056683,387.709832663423,scvi_normalized,Donor_472__Inhibitory,Donor_472,Inhibitory,27.0,male,PSYCHAD,V3,PSYCHAD-V3,267
804.1000469604129,533.7884882351779,scvi_normalized,Donor_472__OPC,Donor_472,OPC,27.0,male,PSYCHAD,V3,PSYCHAD-V3,117
488.05869742330066,641.6525700387712,scvi_normalized,Donor_472__Oligos,Donor_472,Oligos,27.0,male,PSYCHAD,V3,PSYCHAD-V3,305
937.3128032529091,383.2647064230242,scvi_normalized,Donor_47__Inhibitory,Donor_47,Inhibitory,0.3333333333333333,male,PSYCHAD,V3,PSYCHAD-V3,301
784.4270726819922,520.7682720809108,scvi_normalized,Donor_47__OPC,Donor_47,OPC,0.3333333333333333,male,PSYCHAD,V3,PSYCHAD-V3,157
682.5020446225517,593.210277366217,scvi_normalized,Donor_494__Astrocytes,Donor_494,Astrocytes,26.0,female,PSYCHAD,V3,PSYCHAD-V3,155
639.4637987380992,598.0683602216634,scvi_normalized,Donor_494__Endothelial,Donor_494,Endothelial,26.0,female,PSYCHAD,V3,PSYCHAD-V3,121
1186.0995789884378,300.0634635366256,scvi_normalized,Donor_494__Excitatory,Donor_494,Excitatory,26.0,female,PSYCHAD,V3,PSYCHAD-V3,410
957.8428719789971,391.82419721126774,scvi_normalized,Donor_494__Inhibitory,Donor_494,Inhibitory,26.0,female,PSYCHAD,V3,PSYCHAD-V3,204
577.571738449564,634.0275742309782,scvi_normalized,Donor_494__Microglia,Donor_494,Microglia,26.0,female,PSYCHAD,V3,PSYCHAD-V3,100
802.1768401076712,545.5424343470495,scvi_normalized,Donor_494__OPC,Donor_494,OPC,26.0,female,PSYCHAD,V3,PSYCHAD-V3,115
471.1547754548266,647.2678181242537,scvi_normalized,Donor_494__Oligos,Donor_494,Oligos,26.0,female,PSYCHAD,V3,PSYCHAD-V3,326
465.9550447338769,646.6350254573014,scvi_normalized,Donor_498__Oligos,Donor_498,Oligos,24.0,male,PSYCHAD,V3,PSYCHAD-V3,168
962.9812019999026,389.17817670754175,scvi_normalized,Donor_503__Inhibitory,Donor_503,Inhibitory,0.5,female,PSYCHAD,V3,PSYCHAD-V3,459
562.3881391011477,633.9752585213256,scvi_normalized,Donor_503__Microglia,Donor_503,Microglia,0.5,female,PSYCHAD,V3,PSYCHAD-V3,156
815.537385838813,528.3634290695105,scvi_normalized,Donor_503__OPC,Donor_503,OPC,0.5,female,PSYCHAD,V3,PSYCHAD-V3,141
699.7956944241619,606.7481331983423,scvi_normalized,Donor_514__Astrocytes,Donor_514,Astrocytes,23.0,male,PSYCHAD,V3,PSYCHAD-V3,482
1247.2087053341136,278.6654473232553,scvi_normalized,Donor_514__Excitatory,Donor_514,Excitatory,23.0,male,PSYCHAD,V3,PSYCHAD-V3,313
981.6498491791764,376.6644440528604,scvi_normalized,Donor_514__Inhibitory,Donor_514,Inhibitory,23.0,male,PSYCHAD,V3,PSYCHAD-V3,474
544.2182403282753,649.5652627095604,scvi_normalized,Donor_514__Microglia,Donor_514,Microglia,23.0,male,PSYCHAD,V3,PSYCHAD-V3,127
799.0935674273237,547.6944150059701,scvi_normalized,Donor_514__OPC,Donor_514,OPC,23.0,male,PSYCHAD,V3,PSYCHAD-V3,116
448.8197561754928,670.7629321378021,scvi_normalized,Donor_514__Oligos,Donor_514,Oligos,23.0,male,PSYCHAD,V3,PSYCHAD-V3,254
1226.8861414996488,284.9578044228672,scvi_normalized,Donor_521__Excitatory,Donor_521,Excitatory,59.0,male,PSYCHAD,V3,PSYCHAD-V3,110
975.4712706731356,381.81079563242827,scvi_normalized,Donor_521__Inhibitory,Donor_521,Inhibitory,59.0,male,PSYCHAD,V3,PSYCHAD-V3,117
469.77457799775766,644.005487269987,scvi_normalized,Donor_521__Oligos,Donor_521,Oligos,59.0,male,PSYCHAD,V3,PSYCHAD-V3,107
649.6306567411619,620.4627924014793,scvi_normalized,Donor_523__Astrocytes,Donor_523,Astrocytes,32.0,male,PSYCHAD,V3,PSYCHAD-V3,264
1111.9343967376758,312.51299607311455,scvi_normalized,Donor_523__Excitatory,Donor_523,Excitatory,32.0,male,PSYCHAD,V3,PSYCHAD-V3,124
915.192046894628,377.44691426479187,scvi_normalized,Donor_523__Inhibitory,Donor_523,Inhibitory,32.0,male,PSYCHAD,V3,PSYCHAD-V3,143
772.0589268069137,539.5114237522344,scvi_normalized,Donor_523__OPC,Donor_523,OPC,32.0,male,PSYCHAD,V3,PSYCHAD-V3,141
437.30271295153926,676.3104718977211,scvi_normalized,Donor_523__Oligos,Donor_523,Oligos,32.0,male,PSYCHAD,V3,PSYCHAD-V3,1319
690.3370193118202,590.3746617354757,scvi_normalized,Donor_52__Astrocytes,Donor_52,Astrocytes,42.0,male,PSYCHAD,V3,PSYCHAD-V3,110
1182.3606682509421,290.1383832940592,scvi_normalized,Donor_52__Excitatory,Donor_52,Excitatory,42.0,male,PSYCHAD,V3,PSYCHAD-V3,445
937.2100266801713,381.58667611052283,scvi_normalized,Donor_52__Inhibitory,Donor_52,Inhibitory,42.0,male,PSYCHAD,V3,PSYCHAD-V3,222
487.0397705893526,613.8077728061896,scvi_normalized,Donor_52__Oligos,Donor_52,Oligos,42.0,male,PSYCHAD,V3,PSYCHAD-V3,250
1185.2863532945069,305.7052541715901,scvi_normalized,Donor_531__Excitatory,Donor_531,Excitatory,25.0,male,PSYCHAD,V3,PSYCHAD-V3,187
507.52934512107635,632.2562491157811,scvi_normalized,Donor_531__Oligos,Donor_531,Oligos,25.0,male,PSYCHAD,V3,PSYCHAD-V3,128
948.7745627526253,378.50707100343027,scvi_normalized,Donor_537__Inhibitory,Donor_537,Inhibitory,20.0,male,PSYCHAD,V3,PSYCHAD-V3,128
436.4564856131983,673.0661856365303,scvi_normalized,Donor_537__Oligos,Donor_537,Oligos,20.0,male,PSYCHAD,V3,PSYCHAD-V3,921
667.1085225807184,616.8258173263033,scvi_normalized,Donor_552__Astrocytes,Donor_552,Astrocytes,57.0,male,PSYCHAD,V3,PSYCHAD-V3,297
1208.6702601789823,293.00606243886364,scvi_normalized,Donor_552__Excitatory,Donor_552,Excitatory,57.0,male,PSYCHAD,V3,PSYCHAD-V3,381
970.7097195227499,386.78502616661206,scvi_normalized,Donor_552__Inhibitory,Donor_552,Inhibitory,57.0,male,PSYCHAD,V3,PSYCHAD-V3,329
787.4289106089454,537.0746486763305,scvi_normalized,Donor_552__OPC,Donor_552,OPC,57.0,male,PSYCHAD,V3,PSYCHAD-V3,111
453.6538978244919,643.2969182818024,scvi_normalized,Donor_552__Oligos,Donor_552,Oligos,57.0,male,PSYCHAD,V3,PSYCHAD-V3,465
1131.9908078955707,326.09972500575907,scvi_normalized,Donor_556__Excitatory,Donor_556,Excitatory,43.0,female,PSYCHAD,V3,PSYCHAD-V3,316
