,SLC17A7|EN,SATB2|EN,RBFOX3|EN,GAD1|IN,GAD2|IN,AQP4|Astro,GFAP|Astro,PLP1|Oligo,MOBP|Oligo,PDGFRA|OPC,CSF1R|Micro,DCX|Immature,subtype,age_years,cohort,n_cells,agebin,EN_marker_mean,contam_marker_mean,EN_minus_contam
Donor_1340__EN_L3_5_IT_2,4.312245954624587,6.196139768945166,6.501404362659994,2.5935027234176973,1.9260825115218807,1.826350316015002,1.7155584238043535,4.329557134280071,2.849834808475613,0.0,0.0,3.367643121535872,EN_L3_5_IT_2,31.0,PsychAD-V3,92,20+,5.669930028743249,1.9051107396893272,3.7648192890539214
Donor_1340__EN_L3_5_IT_3,4.2846393689685405,5.845062920851147,6.839760249511126,1.6647781860745636,1.1040096096516931,1.0167535308333617,1.6647781860745636,3.769097927199818,2.4497316691960553,0.22476580857131484,0.5630888366883371,3.0757634265790417,EN_L3_5_IT_3,31.0,PsychAD-V3,148,20+,5.656487513110271,1.5571254692862133,4.0993620438240574
Donor_1340__EN_L5_6_NP,3.787680573179694,5.948609208568966,6.055316564515744,1.9691855258095652,1.726977167512553,1.4066897704278465,0.9326402014439723,4.208744314403369,2.8877742746736117,0.0,0.0,4.396211809631743,EN_L5_6_NP,31.0,PsychAD-V3,40,20+,5.263868782088134,1.641501406783865,3.622367375304269
Donor_1340__EN_L6B,4.249647711283771,6.160239588634597,6.582956902498013,2.0300032923686295,0.5509505067012369,1.1646196708343013,0.9041382038725064,3.758624064993616,2.0300032923686295,1.1646196708343013,0.9041382038725064,4.300751849648046,EN_L6B,31.0,PsychAD-V3,48,20+,5.66428140080546,1.563387113230716,4.100894287574744
Donor_1340__EN_L6_IT_1,4.277406707384563,6.127506584234913,6.7318538903715215,1.535524627105309,1.4538093124872598,1.535524627105309,1.4538093124872598,3.6514563559587647,1.7469171599919182,0.0,0.5473998920905916,4.15375576585799,EN_L6_IT_1,31.0,PsychAD-V3,83,20+,5.712255727330333,1.4905551609033014,4.221700566427032
Donor_1341__EN_L2_3_IT,4.189609711231384,5.975863800698289,6.22634781678967,1.742206688690485,1.341808825642881,2.4302608163874035,2.027345477105681,3.7028663885134985,2.1442793119841417,0.0,0.6637111162602557,3.9666858959966786,EN_L2_3_IT,5.0,PsychAD-V3,23,<5,5.4639404429064475,1.7565598280730432,3.7073806148334043
Donor_1343__EN_L2_3_IT,4.347595057921854,5.8839310811067635,6.079028300608037,1.9084211900516648,2.1262214945772877,2.8568700223160644,1.2415701992585444,3.324965216460379,2.47972425495671,0.24172920560124625,0.599027641912682,4.063041431125904,EN_L2_3_IT,37.0,PsychAD-V3,148,20+,5.436851479878885,1.8473161531418223,3.589535326737063
Donor_1343__EN_L3_5_IT_1,4.663573139233796,6.164896163226424,5.242542778297865,1.681868720933803,1.1593297802586462,1.681868720933803,2.023319252290465,3.130174017499105,3.0296584339859542,0.0,1.681868720933803,3.583650501424053,EN_L3_5_IT_1,37.0,PsychAD-V3,20,20+,5.357004026919362,1.7985109558544474,3.5584930710649143
Donor_1343__EN_L3_5_IT_2,4.558198805652651,5.897043017354701,5.764726889180627,1.8317942238606393,1.6479016756195175,2.6092014782605815,1.1307672889890497,3.13676918910919,3.13676918910919,0.0,0.0,3.630073054487636,EN_L3_5_IT_2,37.0,PsychAD-V3,50,20+,5.4066562373959925,1.686650380618521,3.7200058567774716
Donor_1343__EN_L3_5_IT_3,4.594872720987889,5.850397231951171,6.273005113588397,1.9932834713312013,1.7246600748832392,2.0688759563879824,1.8224406521546936,3.504785165539771,3.0795108017397137,0.45509726032923714,0.45509726032923714,3.1056662531998356,EN_L3_5_IT_3,37.0,PsychAD-V3,66,20+,5.572758355509152,1.8879688303368845,3.6847895251722678
Donor_1348__EN_L2_3_IT,4.1907569011817145,6.085251439192243,5.75559115095127,1.5355923914219414,1.1256854941415577,2.4346343442719753,1.641838902273324,4.708113495905274,3.12958351932661,0.0,0.7135204889544434,3.981153623211396,EN_L2_3_IT,80.0,PsychAD-V3,114,20+,5.343866497108409,1.9111210795368907,3.4327454175715184
Donor_1348__EN_L3_5_IT_2,4.589525998478113,6.081343100789269,5.668316245639762,2.1509864997170216,1.2616124141289946,2.1509864997170216,1.9916720974576598,4.274874157999816,3.168844664548338,1.2616124141289946,1.8020762385719373,3.3618401344623177,EN_L3_5_IT_2,80.0,PsychAD-V3,34,20+,5.4463951149690475,2.257833123283723,3.1885619916853245
Donor_1348__EN_L3_5_IT_3,4.114365700001891,5.872066112061182,6.164174231668208,1.8677853693104354,1.8677853693104354,1.8677853693104354,1.5367156838792264,4.303874645958967,3.466329820284888,0.0,0.0,3.717035562729209,EN_L3_5_IT_3,80.0,PsychAD-V3,24,20+,5.383535347910428,1.8637845322567985,3.5197508156536292
Donor_1355__EN_L2_3_IT,4.346801409993031,5.876864232476524,5.9539046447487225,1.596799868887192,1.0149327284840655,2.5697787026422705,1.3030898698532019,3.620502662255476,2.7129330748796274,0.5618608846906903,0.7366925741582552,3.853492513065703,EN_L2_3_IT,22.0,PsychAD-V3,286,20+,5.392523429072759,1.7645737957313472,3.6279496333414123
Donor_1364__EN_L2_3_IT,4.197291852432505,6.159993947207963,6.284495336359718,2.220581870215422,1.837304112388425,1.837304112388425,1.318433874712126,3.784617993036139,2.1547889192421605,0.5778266406379559,0.7762197921027271,3.815239677809907,EN_L2_3_IT,24.0,PsychAD-V3,176,20+,5.547260378666729,1.8133846643404226,3.733875714326306
Donor_1364__EN_L3_5_IT_2,4.699846112315714,6.090829088699528,6.264131664784545,3.169658502084622,2.7849847208256113,0.0,0.0,4.376148310135009,3.169658502084622,1.26222144615074,1.8027856984772725,3.362660239847409,EN_L3_5_IT_2,24.0,PsychAD-V3,20,20+,5.6849356219332625,2.070682147469735,3.6142534744635277
Donor_1364__EN_L3_5_IT_3,4.027639787698421,5.928650648656992,6.603833854694081,2.3026386447465397,1.475952421487292,2.3026386447465397,1.475952421487292,4.0073916051839,2.1832911328838494,0.753803303754568,0.753803303754568,3.446069002806002,EN_L3_5_IT_3,24.0,PsychAD-V3,37,20+,5.520041430349831,1.9069339347555685,3.613107495594263
Donor_1364__EN_L6_CT,4.075898331046568,5.276919486831723,6.547638857501041,2.081762657251246,2.7105258663212517,1.834809838064757,1.506140876510683,3.8789931940501243,2.5864498909331015,1.0132895298476685,1.0132895298476685,3.7637907791041143,EN_L6_CT,24.0,PsychAD-V3,23,20+,5.3001522251264435,2.0781576728533127,3.221994552273131
Donor_1377__EN_L2_3_IT,3.696507090221969,6.054891693340352,5.601239163062259,1.7456806903595523,1.48727657286173,2.140353412037726,1.3277754444575811,3.8500035736019864,2.8030072046005157,0.5022204599234625,1.2373442707573834,4.322436296069525,EN_L2_3_IT,46.0,PsychAD-V3,205,20+,5.117545982208193,1.886707703574992,3.230838278633201
Donor_1377__EN_L3_5_IT_1,4.384034574974193,6.3390490334542084,5.299011520364677,2.267808551247308,1.5498285225278372,0.8050853669610019,1.782979334376744,3.896678080592434,2.83788106916301,0.8050853669610019,1.2452418683406523,3.969334337713734,EN_L3_5_IT_1,46.0,PsychAD-V3,39,20+,5.34069837626436,1.8988235200212489,3.441874856243111
Donor_1377__EN_L3_5_IT_2,4.22828835714563,5.893179063666772,5.504489318034692,2.464236134254387,1.2699277233703692,2.324164840163488,2.1612272236103967,4.083983920305104,3.2616990033172852,0.4135120055093239,0.7051933740003508,3.50446068729013,EN_L3_5_IT_2,46.0,PsychAD-V3,102,20+,5.208652246282365,2.085493028066338,3.123159218216027
Donor_1377__EN_L3_5_IT_3,4.176705403734986,5.792971121511291,5.919812243124517,1.0412944014200138,1.6158849578396728,2.0279342113529673,1.6861981310526652,4.031635870754977,2.599989330963049,0.3123085650079792,0.3123085650079792,3.5043168348176286,EN_L3_5_IT_3,46.0,PsychAD-V3,105,20+,5.296496256123599,1.7034442541749129,3.5930520019486862
Donor_1377__EN_L5_6_NP,3.9996271312360716,6.1091253070637705,5.337158886287787,2.4919700796991386,1.0464449994320242,2.4919700796991386,1.5465024589234522,4.239279730884952,2.9691368307033428,0.0,0.0,4.648809692656274,EN_L5_6_NP,46.0,PsychAD-V3,28,20+,5.148637108195876,1.848163022417756,3.30047408577812
Donor_1377__EN_L6B,4.352326141418311,6.2192954886530245,5.772792844661298,1.402747252593981,1.402747252593981,2.159394613393252,1.402747252593981,3.850048429536645,1.722683364616024,0.9294746296247391,0.0,4.352326141418311,EN_L6B,46.0,PsychAD-V3,22,20+,5.448138158244212,1.6087303493690754,3.839407808875136
Donor_1377__EN_L6_CT,3.9593253725883937,5.641350003663138,5.669032355503967,1.2911654931724388,1.836421445406647,2.1872942158729263,0.8409253875244298,4.203581185552253,2.89815525319021,0.8409253875244298,0.8409253875244298,3.8532895268530947,EN_L6_CT,46.0,PsychAD-V3,34,20+,5.089902577251833,1.8674242194709705,3.222478357780863
Donor_1377__EN_L6_IT_1,4.279861011433666,6.178337267943977,5.657508315454052,1.404795536483604,1.404795536483604,1.8122953597349896,1.8122953597349896,4.022347801734531,2.993760836607973,0.4137301395451644,0.0,4.307844372405694,EN_L6_IT_1,46.0,PsychAD-V3,62,20+,5.371902198277232,1.733002571290607,3.6388996269866256
Donor_1378__EN_L2_3_IT,4.136197465026677,6.086289910085159,5.91454783784026,1.9680135587643655,1.8865800662697563,1.7979225368106342,1.3345759164501925,4.588876055491647,2.5457834785191324,0.44447871934417305,0.7511112822935544,3.559348455580329,EN_L2_3_IT,38.0,PsychAD-V3,122,20+,5.379011737650699,1.9146677017429319,3.464344035907767
Donor_1378__EN_L3_5_IT_2,4.434291092318831,6.22006764872953,5.7313601180163705,2.3902072261977354,1.0929801739934568,2.3902072261977354,1.9386630152675774,4.566338450178977,3.0364668152173406,1.0929801739934568,1.0929801739934568,2.3902072261977354,EN_L3_5_IT_2,38.0,PsychAD-V3,33,20+,5.46190628635491,2.200102906879967,3.2618033794749435
Donor_1378__EN_L3_5_IT_3,4.235867723355922,5.928708360530809,6.13761864948115,1.6596750194250027,1.1406498558051064,1.9996408671246888,0.0,4.4054310644653185,2.892059654436693,0.0,2.252890929478821,2.6226960570403612,EN_L3_5_IT_3,38.0,PsychAD-V3,29,20+,5.4340649111226265,1.793793423841954,3.6402714872806725
Donor_1387__EN_L2_3_IT,4.286723172638127,6.036628824797971,6.0310938502559415,1.8483270847241167,1.3960743604459533,2.4060902900791183,0.6793422363689957,4.035277655725361,2.4490035687097187,0.6793422363689957,1.038008116146283,3.683404998826152,EN_L2_3_IT,13.0,PsychAD-V3,338,10-20,5.45148194923068,1.8164331935710678,3.6350487556596125
Donor_1387__EN_L3_5_IT_1,4.562847369232251,6.253874109810283,5.378344240435972,1.3041632194803412,1.0259471106078655,1.8514753168261913,1.0259471106078655,4.124728874040294,2.7290215040149968,0.0,2.2031860826475804,3.762566748143355,EN_L3_5_IT_1,13.0,PsychAD-V3,53,10-20,5.398355239826169,1.7830586522781415,3.615296587548028
Donor_1387__EN_L3_5_IT_2,4.6032511036829105,6.173742648403542,5.655913231306519,1.6520042546295313,1.3894013875085844,1.6520042546295313,1.6520042546295313,4.043604136902992,3.1985543339974156,0.47155834914121963,1.2266999587366343,3.094995177837367,EN_L3_5_IT_2,13.0,PsychAD-V3,87,10-20,5.47763566113099,1.9107288662719302,3.56690679485906
Donor_1387__EN_L3_5_IT_3,4.694485853297438,5.851556655100521,6.509687971306437,1.9360276090965016,1.8148803106529476,1.0909343242941136,0.3331888963116502,3.904707028201125,2.974728760596848,0.0,0.7821797814517621,2.845597828367253,EN_L3_5_IT_3,13.0,PsychAD-V3,100,10-20,5.6852434932347995,1.6045808388256186,4.080662654409181
Donor_138__EN_L2_3_IT,4.160787454540752,6.210923042535422,5.944597629611502,1.7198801546701514,1.3495055923300705,2.0685526540473087,1.527570633107043,3.8626235918663085,2.444113530450391,0.26281103601080674,0.8230647229536332,3.9444492880791207,EN_L2_3_IT,24.0,PsychAD-V3,363,20+,5.438769375562558,1.757265239429464,3.6815041361330936
Donor_138__EN_L3_5_IT_1,4.322702630087131,6.496681411171764,5.363865781838783,1.9562600211919048,1.7146298322495281,2.150718827919366,1.9562600211919048,3.9338003268364785,2.9558721061087696,0.9235468744069062,0.0,3.4456647750351324,EN_L3_5_IT_1,24.0,PsychAD-V3,27,20+,5.394416607699227,1.948886001238107,3.4455306064611193
Donor_138__EN_L3_5_IT_2,4.5038049765832815,6.250714675157677,5.79697514168372,1.710688355679559,1.444018761164975,1.710688355679559,1.444018761164975,4.0931103481969755,2.9846012075730997,0.49928228474841607,0.8307662920490849,3.545932326760927,EN_L3_5_IT_2,24.0,PsychAD-V3,50,20+,5.517164931141559,1.8396467957820806,3.6775181353594784
Donor_138__EN_L3_5_IT_3,4.338736037363444,6.053072788188897,6.365839131492867,1.7906181198032707,1.3489122484758265,1.7906181198032707,0.8864976718307311,3.7631788636235655,2.6777869527177676,0.5384259888550997,0.0,3.2838800009289146,EN_L3_5_IT_3,24.0,PsychAD-V3,39,20+,5.585882652348403,1.5995047456386913,3.9863779067097114
Donor_1396__EN_L2_3_IT,3.756353250503336,6.0449231955908,5.559830613703891,1.8339576736113792,1.525620213324836,2.3427802599620193,0.868714314459546,3.716773673929271,2.55730936029651,0.0,0.9785564761136465,3.8190252456639455,EN_L2_3_IT,60.0,PsychAD-V3,87,20+,5.120369019932675,1.727963996462151,3.3924050234705243
Donor_1396__EN_L3_5_IT_2,4.443188803383844,5.9911169042832535,5.3145818322526885,1.662696243485777,0.8856267420657089,1.3478151689004785,0.8856267420657089,4.17596533819659,2.5173760688411355,0.0,0.0,3.476276281742929,EN_L3_5_IT_2,60.0,PsychAD-V3,22,20+,5.249629179973262,1.434388287944425,3.8152408920288368
Donor_1396__EN_L3_5_IT_3,4.284010723285069,5.725646444915414,6.092530544324502,1.9246159690576645,1.0820894894919584,2.0983952576011893,0.8331522414113267,3.7212821807670204,2.8852067826883103,0.0,1.281244486360075,3.0208340027911262,EN_L3_5_IT_3,60.0,PsychAD-V3,45,20+,5.3673959041749955,1.728248300922193,3.6391476032528027
Donor_1397__EN_L2_3_IT,4.521906699254117,5.878098413575906,6.0386124619369745,1.8516318850857472,2.218837216831047,2.4868260920654652,1.2651945245371103,4.210956171419492,2.334781263441937,0.24892236156126074,0.756389449763935,3.3954988283181895,EN_L2_3_IT,39.0,PsychAD-V3,116,20+,5.479539191588999,1.9216923705882492,3.5578468210007497
Donor_1406__EN_L2_3_IT,3.959755807449826,6.211744132610487,6.076102877293833,1.7350704607526948,1.4721598303143781,1.7494164012416742,1.3734747378887997,3.891901129541646,2.561870099412209,0.5983859711207784,0.4532555054378457,4.147216807645188,EN_L2_3_IT,13.0,PsychAD-V3,327,10-20,5.415867605784715,1.7294417669637532,3.686425838820962
Donor_1406__EN_L3_5_IT_2,4.396662212707124,6.406864214070958,5.296447520146575,2.3136537924012557,1.037538112890367,1.037538112890367,0.0,4.350728614977455,3.3440591625508427,1.037538112890367,1.037538112890367,3.986119775824322,EN_L3_5_IT_2,13.0,PsychAD-V3,24,10-20,5.366657982308219,1.7698242526863774,3.5968337296218413
Donor_1406__EN_L3_5_IT_3,4.541298874775494,6.0845678947441435,6.491850194985432,1.4805999217383237,2.052990244156897,1.7097252360376556,1.7097252360376556,4.129075630475788,3.1137531477244265,0.0,0.0,3.5859515213213196,EN_L3_5_IT_3,13.0,PsychAD-V3,26,10-20,5.705905654835024,1.7744836770213435,3.9314219778136805
Donor_1408__EN_L2_3_IT,4.1510406009920935,6.188734560544019,6.4205613650569475,2.320503342442021,1.6558044043633742,1.8945749746991716,2.3875705771878035,4.215637508949504,2.887543568565331,0.7223771821542354,0.8806346941296443,3.7534186649145393,EN_L2_3_IT,57.0,PsychAD-V3,117,20+,5.586778842197687,2.1205807815613853,3.466198060636302
Donor_1417__EN_L2_3_IT,4.276406895091944,6.087625465055599,6.230939302325161,1.9804989660923362,1.6865550477523807,2.3111097845352115,2.4791506237455043,4.116336581114089,2.8273029578711055,0.5363842317892626,0.758795123284356,4.03938370670342,EN_L2_3_IT,31.0,PsychAD-V3,181,20+,5.531657220824235,2.0870166645230306,3.444640556301205
Donor_1417__EN_L3_5_IT_1,4.6140913542432855,6.363713087292858,5.512393480129914,1.0979194356851085,2.1963006666410836,1.3855148677510856,2.1963006666410836,3.8908020628005238,3.366292231837748,0.0,1.0979194356851085,3.5543383157590047,EN_L3_5_IT_1,31.0,PsychAD-V3,29,20+,5.496732640555353,1.9038811708802177,3.5928514696751357
Donor_1417__EN_L3_5_IT_2,4.782180271221619,6.17273144748132,6.08249395856403,2.1877283944758936,2.3373747212889806,2.3020097993043613,2.3020097993043613,4.174987872102819,3.084962966344277,0.8916208349003432,0.5420567535334757,3.703144580592002,EN_L3_5_IT_2,31.0,PsychAD-V3,81,20+,5.6791352257556555,2.2278438926568143,3.4512913330988413
Donor_1417__EN_L3_5_IT_3,4.660952637827607,5.86032446015056,6.545283821480557,1.7442728355797739,1.2741033967873052,1.6662888890210847,1.8840708198708693,4.001061351116517,2.875862118360918,0.35714915166132605,1.2741033967873052,2.945935711693325,EN_L3_5_IT_3,31.0,PsychAD-V3,60,20+,5.688853639819574,1.8846139948981375,3.8042396449214366
Donor_1417__EN_L6_IT_1,4.600146221465876,6.3354921378283375,6.220998581302994,0.8701663444350186,1.3282986217020303,1.8793477517066222,1.8793477517066222,4.046308613120843,2.0714773716314396,0.0,0.5268883061453367,4.21347159686374,EN_L6_IT_1,31.0,PsychAD-V3,28,20+,5.718878980199069,1.575229345055989,4.143649635143079
Donor_141__EN_L2_3_IT,4.223435841883439,6.112686232865314,5.83540811024933,1.6391047525336297,1.2334592158532744,2.1500746957218198,1.8168446669330698,4.091396941036792,2.4124889120600748,0.4526606945555044,0.9455966822689579,3.8610424302936845,EN_L2_3_IT,25.0,PsychAD-V3,242,20+,5.390510061666028,1.8427033201203904,3.5478067415456374
Donor_141__EN_L3_5_IT_2,4.7216424017501195,6.104650132822234,5.823367278989313,1.9603079920416047,0.9263909463601411,2.317697415164285,2.317697415164285,4.05072358350064,3.173069649430733,1.3989037695976465,0.0,3.4502278246045375,EN_L3_5_IT_2,25.0,PsychAD-V3,27,20+,5.549886604520555,2.0180988464074168,3.5317877581131385
Donor_141__EN_L3_5_IT_3,4.471562795815876,5.95814922815995,6.250089425018381,2.095385365801989,1.569012821438082,1.9025340432713682,1.4647975749183673,3.984370439137534,2.5181573780819715,0.0,0.668073639540582,3.150005584471078,EN_L3_5_IT_3,25.0,PsychAD-V3,69,20+,5.5599338163314025,1.7752914077737367,3.7846424085576658
Donor_1447__EN_L2_3_IT,3.9924334543341153,6.054533391952142,5.666817226874711,2.2851042517274918,1.5784714686186472,2.5988248366324336,1.5784714686186472,4.029335225680826,3.0075473319531287,0.857794921671839,1.6241031386005875,3.407710883583431,EN_L2_3_IT,16.0,PsychAD-V3,214,10-20,5.2379280243869895,2.19495658043795,3.0429714439490394
Donor_1447__EN_L3_5_IT_2,4.355022100414646,6.3184963471365165,5.146441548583053,2.25559301748519,0.0,3.0411301360740555,1.347289255228826,3.430540093881918,2.812915048041799,0.8852093090511932,0.8852093090511932,3.3338581544890795,EN_L3_5_IT_2,16.0,PsychAD-V3,25,10-20,5.273319998711405,1.8322357711017718,3.4410842276096334
Donor_1447__EN_L3_5_IT_3,4.542409339602753,5.920685852274611,5.9592984595483225,2.3777590140768714,2.017629641234798,2.21381911756599,1.4493252103274035,4.00357960149133,2.5185699401890966,0.0,1.4493252103274035,2.3777590140768714,EN_L3_5_IT_3,16.0,PsychAD-V3,22,10-20,5.474131217141895,2.0037509669016114,3.470380250240284
Donor_1470__EN_L2_3_IT,3.641714236233009,5.936618050106186,6.220510391442194,0.8549133261080046,0.5161625330880729,2.0484477755178903,0.5161625330880729,2.3473857961659,1.7455579359762754,0.5161625330880729,0.0,4.447909895753332,EN_L2_3_IT,22.0,PsychAD-V3,35,20+,5.266280892593797,1.068099054129036,4.198181838464761
Donor_1470__EN_L3_5_IT_2,4.7254802254579715,6.0492367719926845,5.938902846264532,0.7451600924884427,0.7451600924884427,2.3943442651397895,0.7451600924884427,2.3943442651397895,2.9289757744584377,0.7451600924884427,0.0,3.2327444542384005,EN_L3_5_IT_2,22.0,PsychAD-V3,25,20+,5.57120661457173,1.3372880843364734,4.233918530235256
Donor_1470__EN_L3_5_IT_3,4.371827414228148,6.0542889116290945,6.28807972985518,1.266839292827539,0.615116360650878,1.6581060113697124,0.0,2.0539922782111697,1.8081627035543513,0.0,0.0,3.57919698482158,EN_L3_5_IT_3,22.0,PsychAD-V3,21,20+,5.571398685237475,0.9252770808267062,4.6461216044107685
Donor_1476__EN_L2_3_IT,4.213362143100991,6.106663774858893,6.028207166272107,1.7797238169027545,1.370154869086614,2.0009662225775986,1.3964466340830743,3.5022699136494206,2.2724376821359185,0.7171357486503609,0.9450087244584839,4.20869677261276,EN_L2_3_IT,4.0,PsychAD-V3,241,<5,5.449411028077331,1.748017951443028,3.701393076634303
Donor_1476__EN_L3_5_IT_1,4.5028688803306,6.576722826869016,5.6159670221976725,2.2953162435442045,1.3802406616864957,1.9389886360230124,1.1730682694060133,3.4500684339477203,2.2953162435442045,0.9114507076595633,0.5561610198251506,3.699575129063308,EN_L3_5_IT_1,4.0,PsychAD-V3,34,<5,5.5651862431324295,1.7500762769545457,3.815109966177884
Donor_1476__EN_L3_5_IT_2,4.53559446271911,6.407473860942015,5.71555929945734,1.9883135593075245,1.9167682458534003,2.022253965813134,1.8397070299877167,3.6458410760137943,2.6105412912205677,0.6973947027026731,0.815648573518663,3.6055580458404313,EN_L3_5_IT_2,4.0,PsychAD-V3,124,<5,5.552875874372821,1.9420585555521843,3.6108173188206365
Donor_1476__EN_L3_5_IT_3,4.481484121591187,6.108036229923507,6.513745126603324,1.8429316899862052,1.8429316899862052,1.989461034283778,1.7317700056635756,3.408922024448967,1.9429633758624183,0.2868234935605394,0.8453343100711947,3.408922024448967,EN_L3_5_IT_3,4.0,PsychAD-V3,77,<5,5.701088492706006,1.7363922029828607,3.9646962897231455
Donor_1476__EN_L6_IT_1,4.6153408386253325,6.311956930098377,6.239034877517488,1.6819397025648755,1.252921919802845,1.6819397025648755,1.252921919802845,3.1572134777769816,2.2774669889933405,0.8110538471944087,0.8110538471944087,4.58391140575739,EN_L6_IT_1,4.0,PsychAD-V3,32,<5,5.7221108820804,1.6158139257368225,4.106296956343577
Donor_1484__EN_L2_3_IT,4.381529761738135,6.102013980373778,5.963153079068375,1.6289038934669713,1.8231223009138775,2.331118355715429,1.1148601400351645,4.147789077659867,2.4903389647730334,0.34346795180250306,1.2409708672435587,3.652412487919391,EN_L2_3_IT,16.0,PsychAD-V3,352,10-20,5.482232273726763,1.890071443951301,3.592160829775462
Donor_1484__EN_L3_5_IT_2,4.949180703816743,6.134555994067513,5.483811432591696,1.9365404041864962,1.2160655633981743,2.458091360591376,1.517504813186234,4.175847057573326,2.458091360591376,0.0,0.7825049618369748,2.7991251864706053,EN_L3_5_IT_2,16.0,PsychAD-V3,41,10-20,5.522516043491984,1.8180806901704942,3.7044353533214895
Donor_1484__EN_L3_5_IT_3,4.733009890672369,5.843231266672469,6.34592780375044,2.194365692788884,2.194365692788884,2.194365692788884,0.6915400638108254,3.734529509146067,2.3949713185191612,1.383882716398246,1.0964688918620962,3.2157878760832617,EN_L3_5_IT_3,16.0,PsychAD-V3,43,10-20,5.640722987031761,1.985561197262881,3.6551617897688793
Donor_1484__EN_L6_CT,4.353448621651021,5.261991992961344,6.191007481564279,2.360218399229782,2.1604005765367553,2.1604005765367553,1.9104249089930392,3.5705393203257296,2.5266816071198988,1.0711221920785539,0.0,3.515034871622222,EN_L6_CT,16.0,PsychAD-V3,21,10-20,5.268816032058881,1.9699734476025643,3.2988425844563167
Donor_1486__EN_L2_3_IT,3.9499581150334286,6.293611593561589,6.231937578747826,1.9969629143541203,1.841428737105427,1.922216642762922,1.5505110409081784,4.232814686390865,2.5804246726485944,1.5505110409081784,0.0,4.04723080835201,EN_L2_3_IT,71.0,PsychAD-V3,117,20+,5.491835762447614,1.9593587168847855,3.532477045562829
Donor_1486__EN_L3_5_IT_2,4.3375359387273065,6.002616991664483,5.828226477611423,1.149837218260439,0.0,2.0113014180425064,1.6706003116532213,4.217859944204954,2.0113014180425064,0.0,0.0,3.1169223233605416,EN_L3_5_IT_2,71.0,PsychAD-V3,31,20+,5.389459802667737,1.3826125387754535,4.006847263892284
Donor_1486__EN_L3_5_IT_3,4.127203820714447,5.931216068635377,6.439124120048824,1.5009525851699128,1.5009525851699128,2.0759254411650203,1.678488184419801,4.479028648120307,2.7042992537298627,0.0,0.6267349444359432,3.3327826389397694,EN_L3_5_IT_3,71.0,PsychAD-V3,77,20+,5.499181336466216,1.820797705276345,3.6783836311898708
Donor_160__EN_L2_3_IT,4.092252997799588,5.972136908924149,6.060773524131815,2.0702024821555143,1.3938438451829132,2.5059703576352454,1.751270612260441,4.106609716290293,2.808466281766544,0.3597015803570295,1.4958691248500842,4.357433058740167,EN_L2_3_IT,29.0,PsychAD-V3,67,20+,5.37505447695185,2.061491750062258,3.313562726889592
Donor_160__EN_L3_5_IT_2,4.70294755434074,5.991317379052778,5.711064600443091,1.8189809940165729,1.4300274362924503,2.527582938080073,1.9402191219554061,4.084474417839032,3.196374644661226,0.7848395469466856,1.2190910597497795,3.2894409915753826,EN_L3_5_IT_2,29.0,PsychAD-V3,93,20+,5.468443177945537,2.125198769942653,3.3432444080028842
Donor_160__EN_L3_5_IT_3,4.634295811442703,5.690235909799818,6.388153860486026,1.8411903420168265,0.905571009031926,1.6901016207355628,2.0125954020293064,4.000577967409562,2.548409523313221,0.2582548819826559,0.46331728075006695,2.9736978975034454,EN_L3_5_IT_3,29.0,PsychAD-V3,99,20+,5.570895193909517,1.715002253408641,3.855892940500876
Donor_160__EN_L5_6_NP,4.054459870256383,5.947509497543173,5.733024882698265,1.546461263394285,1.968236898037957,1.7794230195992289,2.126999279076605,4.032866330299211,3.1428135370653956,0.0,0.0,4.31610769343046,EN_L5_6_NP,29.0,PsychAD-V3,25,20+,5.244998083499274,1.8246000409340855,3.4203980425651883
Donor_160__EN_L6_CT,4.485305208832925,5.436010034574842,6.549545380172908,0.804361080556393,0.0,1.9707894246204039,1.2443089834062002,3.968048856903957,3.1456520996998867,0.0,1.2443089834062002,3.789502224878048,EN_L6_CT,29.0,PsychAD-V3,26,20+,5.490286874526892,1.5471836785741302,3.943103195952762
Donor_160__EN_L6_IT_1,4.6570686498797205,6.2432210983166305,6.203592373114358,1.7913751976164056,1.2524336018697613,2.1396592830729593,1.8904588484333336,3.786575824799698,3.182806622556347,0.48533047800193085,1.0557519525067212,4.244462889925917,EN_L6_IT_1,29.0,PsychAD-V3,35,20+,5.701294040436903,1.9480489761071447,3.753245064329758
Donor_163__EN_L2_3_IT,4.243721354617298,6.252389914427419,6.515273320224004,1.3587243482395677,1.153232950510516,2.341467809160501,2.0156039935515224,4.14569280285562,2.7380057805125566,1.3587243482395677,0.0,3.9005178799417757,EN_L2_3_IT,13.0,PsychAD-V3,57,10-20,5.670461529756241,1.8889315041337316,3.7815300256225095
Donor_163__EN_L3_5_IT_3,4.710991670460445,5.932680354089169,7.195709048744807,2.203941870936879,2.203941870936879,2.203941870936879,2.9860962294585467,4.401910036522331,2.203941870936879,0.0,1.304782303025209,2.9860962294585467,EN_L3_5_IT_3,13.0,PsychAD-V3,24,10-20,5.946460357764807,2.1885695065942006,3.7578908511706066
